"state","zipcode","total_pop","total_income","country","avg_income"
"MI",49203,"16710","837678","USA","50130.341113105925"
"MI",49220,"1090","55438","USA","50860.550458715596"
"MI",49221,"17190","834071","USA","48520.709714950553"
"MI",49224,"5040","229546","USA","45544.841269841270"
"MI",49227,"610","27366","USA","44862.295081967213"
"MI",49228,"2650","148387","USA","55995.094339622642"
"MI",49229,"1610","100924","USA","62685.714285714286"
"MI",49230,"5360","345139","USA","64391.604477611940"
"MI",49232,"1100","52884","USA","48076.363636363636"
"MI",49233,"1340","85342","USA","63688.059701492537"
"MI",49234,"1370","122848","USA","89670.072992700730"
"MI",49235,"940","45491","USA","48394.680851063830"
"MI",49236,"2410","136212","USA","56519.502074688797"
"MI",49237,"1350","79046","USA","58552.592592592593"
"MI",49238,"810","45694","USA","56412.345679012346"
"MI",49240,"4500","328440","USA","72986.666666666667"
"MI",49241,"1070","57458","USA","53699.065420560748"
"MI",49242,"6110","307231","USA","50283.306055646481"
"MI",49245,"1980","97181","USA","49081.313131313131"
"MI",49246,"1580","120414","USA","76211.392405063291"
"MI",49247,"2540","122878","USA","48377.165354330709"
"MI",49248,"420","21335","USA","50797.619047619048"
"MI",49249,"1570","98924","USA","63008.917197452229"
"MI",49250,"2690","131325","USA","48819.702602230483"
"MI",49251,"2920","170738","USA","58471.917808219178"
"MI",49252,"1180","54083","USA","45833.050847457627"
"MI",49253,"1550","109398","USA","70579.354838709677"
"MI",49254,"1640","81037","USA","49412.804878048780"
"MI",49255,"580","26165","USA","45112.068965517241"
"MI",49256,"1690","76330","USA","45165.680473372781"
"MI",49259,"1200","66231","USA","55192.500000000000"
"MI",49262,"600","24250","USA","40416.666666666667"
"MI",49264,"860","48841","USA","56791.860465116279"
"MI",49265,"2500","182950","USA","73180.000000000000"
"MI",49266,"1280","59421","USA","46422.656250000000"
"MI",49267,"1990","143391","USA","72055.778894472362"
"MI",49268,"470","25896","USA","55097.872340425532"
"MI",49269,"2750","160083","USA","58212.000000000000"
"MI",49270,"2960","201393","USA","68038.175675675676"
"MI",49271,"940","43379","USA","46147.872340425532"
"MI",49272,"1240","80978","USA","65304.838709677419"
"MI",49274,"1500","72560","USA","48373.333333333333"
"MI",49276,"480","29131","USA","60689.583333333333"
"MI",49277,"1550","92407","USA","59617.419354838710"
"MI",49279,"410","22733","USA","55446.341463414634"
"MI",49282,"170","6672","USA","39247.058823529412"
"MI",49283,"1450","92681","USA","63917.931034482759"
"MI",49284,"1290","71640","USA","55534.883720930233"
"MI",49285,"2740","167675","USA","61195.255474452555"
"MI",49286,"7610","469025","USA","61632.720105124836"
"MI",49287,"1000","64727","USA","64727.000000000000"
"MI",49288,"550","24128","USA","43869.090909090909"
"MI",49301,"9610","2071402","USA","215546.514047866805"
"MI",49302,"4160","404159","USA","97153.605769230769"
"MI",49303,"520","26380","USA","50730.769230769231"
"MI",49304,"1470","58686","USA","39922.448979591837"
"MI",49305,"910","38776","USA","42610.989010989011"
"MI",49306,"5110","617197","USA","120782.191780821918"
"MI",49307,"6910","371263","USA","53728.364688856729"
"MI",49309,"710","31653","USA","44581.690140845070"
"MI",49310,"1200","58034","USA","48361.666666666667"
"MI",49315,"12130","1140500","USA","94023.083264633141"
"MI",49316,"11420","1034044","USA","90546.760070052539"
"MI",49318,"690","38605","USA","55949.275362318841"
"MI",49319,"8010","456515","USA","56993.133583021223"
"MI",49321,"8710","452886","USA","51996.096440872560"
"MI",49322,"480","20223","USA","42131.250000000000"
"MI",49323,"4830","305484","USA","63247.204968944099"
"MI",49325,"950","61583","USA","64824.210526315789"
"MI",49326,"1830","105177","USA","57473.770491803279"
"MI",49327,"3660","183607","USA","50165.846994535519"
"MI",49328,"1830","104024","USA","56843.715846994536"
"MI",49329,"3840","190242","USA","49542.187500000000"
"MI",49330,"2530","133934","USA","52938.339920948617"
"MI",49331,"8430","609021","USA","72244.483985765125"
"MI",49332,"1290","64729","USA","50177.519379844961"
"MI",49333,"6160","437319","USA","70993.344155844156"
"MI",49336,"1760","73890","USA","41982.954545454545"
"MI",49337,"5750","300604","USA","52278.956521739130"
"MI",49338,"890","45005","USA","50567.415730337079"
"MI",49339,"1120","78297","USA","69908.035714285714"
"MI",49340,"1300","61225","USA","47096.153846153846"
"MI",49341,"17960","1639737","USA","91299.387527839644"
"MI",49342,"710","34575","USA","48697.183098591549"
"MI",49343,"2750","152601","USA","55491.272727272727"
"MI",49344,"1780","133480","USA","74988.764044943820"
"MI",49345,"6700","404251","USA","60335.970149253731"
"MI",49346,"2780","178600","USA","64244.604316546763"
"MI",49347,"630","32622","USA","51780.952380952381"
"MI",49348,"6770","399344","USA","58987.296898079764"
"MI",49349,"3340","137779","USA","41251.197604790419"
"MI",49401,"7680","459810","USA","59871.093750000000"
"MI",49402,"630","27623","USA","43846.031746031746"
"MI",49403,"1210","77253","USA","63845.454545454545"
"MI",49404,"4130","250559","USA","60668.038740920097"
"MI",49405,"730","34632","USA","47441.095890410959"
"MI",49408,"4440","244970","USA","55173.423423423423"
"MI",49410,"810","36944","USA","45609.876543209877"
"MI",49411,"760","40682","USA","53528.947368421053"
"MI",49412,"5230","284186","USA","54337.667304015296"
"MI",49415,"3250","196376","USA","60423.384615384615"
"MI",49417,"16380","1208029","USA","73750.244200244200"
"MI",49418,"15530","1140915","USA","73465.228589826143"
"MI",49419,"4010","315879","USA","78772.817955112219"
"MI",49420,"2940","127178","USA","43257.823129251701"
"MI",49421,"2520","110884","USA","44001.587301587302"
"MI",49423,"22400","1499547","USA","66944.062500000000"
"MI",49424,"24040","1832878","USA","76242.845257903494"
"MI",49425,"1550","67452","USA","43517.419354838710"
"MI",49426,"18210","1478918","USA","81214.607358594179"
"MI",49428,"12860","848365","USA","65969.284603421462"
"MI",49431,"8690","495231","USA","56988.607594936709"
"MI",49435,"1800","155489","USA","86382.777777777778"
"MI",49436,"830","49619","USA","59781.927710843373"
"MI",49437,"3420","194036","USA","56735.672514619883"
"MI",49440,"570","26362","USA","46249.122807017544"
"MI",49441,"18220","1037753","USA","56956.805708013172"
"MI",49442,"17390","619272","USA","35610.810810810811"
"MI",49444,"11100","489324","USA","44083.243243243243"
"MI",49445,"10430","731221","USA","70107.478427612656"
"MI",49446,"1060","54393","USA","51314.150943396226"
"MI",49448,"1910","118773","USA","62184.816753926702"
"MI",49449,"1380","98955","USA","71706.521739130435"
"MI",49450,"1190","44850","USA","37689.075630252101"
"MI",49451,"2760","145166","USA","52596.376811594203"
"MI",49452,"870","36972","USA","42496.551724137931"
"MI",49453,"1710","218066","USA","127523.976608187135"
"MI",49454,"2170","97675","USA","45011.520737327189"
"MI",49455,"2330","123219","USA","52883.690987124464"
"MI",49456,"9930","1011503","USA","101863.343403826788"
"MI",49457,"4940","256394","USA","51901.619433198381"
"MI",49459,"540","21299","USA","39442.592592592593"
"MI",49460,"4280","399506","USA","93342.523364485981"
"MI",49461,"4480","279227","USA","62327.455357142857"
"MI",49464,"13940","1010658","USA","72500.573888091822"
"MI",49503,"18020","2067567","USA","114737.347391786903"
"MI",49504,"19570","975901","USA","49867.194685743485"
"MI",49505,"16130","827591","USA","51307.563546187229"
"MI",49506,"15550","1852893","USA","119157.106109324759"
"MI",49507,"15850","590272","USA","37241.135646687697"
"MI",49508,"19820","968460","USA","48862.764883955600"
"MI",49509,"13760","542346","USA","39414.680232558140"
"MI",49512,"9140","539514","USA","59027.789934354486"
"MI",49519,"14140","655365","USA","46348.302687411598"
"MI",49525,"15000","1334584","USA","88972.266666666667"
"MI",49534,"11670","774541","USA","66370.265638389032"
"MI",49544,"4840","268243","USA","55422.107438016529"
"MI",49546,"15550","1919174","USA","123419.549839228296"
"MI",49548,"16370","619496","USA","37843.372021991448"
"MI",49601,"10080","519592","USA","51546.825396825397"
"MI",49612,"570","36452","USA","63950.877192982456"
"MI",49613,"380","24262","USA","63847.368421052632"
"MI",49614,"1450","70823","USA","48843.448275862069"
"MI",49615,"2180","139452","USA","63968.807339449541"
"MI",49616,"1070","42609","USA","39821.495327102804"
"MI",49617,"1660","95010","USA","57234.939759036145"
"MI",49618,"370","16951","USA","45813.513513513514"
"MI",49619,"500","19535","USA","39070.000000000000"
"MI",49620,"1290","61123","USA","47382.170542635659"
"MI",49621,"1670","108544","USA","64996.407185628743"
"MI",49622,"1280","66231","USA","51742.968750000000"
"MI",49623,"500","20591","USA","41182.000000000000"
"MI",49625,"600","22131","USA","36885.000000000000"
"MI",49629,"1220","97421","USA","79853.278688524590"
"MI",49630,"750","66391","USA","88521.333333333333"
"MI",49631,"2470","106066","USA","42941.700404858300"
"MI",49632,"530","21128","USA","39864.150943396226"
"MI",49633,"1740","88125","USA","50646.551724137931"
"MI",49635,"1830","145843","USA","79695.628415300546"
"MI",49636,"400","72522","USA","181305.000000000000"
"MI",49637,"1790","92016","USA","51405.586592178771"
"MI",49638,"370","15067","USA","40721.621621621622"
"MI",49639,"1180","54390","USA","46093.220338983051"
"MI",49640,"850","50570","USA","59494.117647058824"
"MI",49642,"270","7157","USA","26507.407407407407"
"MI",49643,"3500","193135","USA","55181.428571428571"
"MI",49644,"850","35711","USA","42012.941176470588"
"MI",49645,"820","33834","USA","41260.975609756098"
"MI",49646,"4110","192284","USA","46784.428223844282"
"MI",49648,"1230","123147","USA","100119.512195121951"
"MI",49649,"3190","161939","USA","50764.576802507837"
"MI",49650,"1620","91370","USA","56401.234567901235"
"MI",49651,"3490","163331","USA","46799.713467048711"
"MI",49653,"980","90448","USA","92293.877551020408"
"MI",49654,"450","72469","USA","161042.222222222222"
"MI",49655,"1430","71168","USA","49767.832167832168"
"MI",49656,"620","26990","USA","43532.258064516129"
"MI",49657,"1600","81379","USA","50861.875000000000"
"MI",49659,"3010","121462","USA","40352.823920265781"
"MI",49660,"6490","336790","USA","51893.682588597843"
"MI",49663,"2570","118334","USA","46044.357976653696"
"MI",49664,"1100","86268","USA","78425.454545454545"
"MI",49665,"1750","76352","USA","43629.714285714286"
"MI",49667,"250","9807","USA","39228.000000000000"
"MI",49668,"1640","66628","USA","40626.829268292683"
"MI",49670,"950","86776","USA","91343.157894736842"
"MI",49675,"560","42390","USA","75696.428571428571"
"MI",49676,"1690","114132","USA","67533.727810650888"
"MI",49677,"3030","141577","USA","46725.082508250825"
"MI",49679,"550","25187","USA","45794.545454545455"
"MI",49680,"930","38927","USA","41856.989247311828"
"MI",49682,"2280","190307","USA","83467.982456140351"
"MI",49683,"1010","53772","USA","53239.603960396040"
"MI",49684,"11670","913678","USA","78292.887746358183"
"MI",49686,"13520","1161319","USA","85896.375739644970"
"MI",49688,"1220","63304","USA","51888.524590163934"
"MI",49689,"660","29617","USA","44874.242424242424"
"MI",49690,"3310","344981","USA","104223.867069486405"
"MI",49701,"680","39581","USA","58207.352941176471"
"MI",49705,"340","13460","USA","39588.235294117647"
"MI",49706,"2380","119075","USA","50031.512605042017"
"MI",49707,"10850","563128","USA","51901.198156682028"
"MI",49709,"1590","63830","USA","40144.654088050314"
"MI",49710,"200","11129","USA","55645.000000000000"
"MI",49712,"4140","280666","USA","67793.719806763285"
"MI",49713,"1100","50051","USA","45500.909090909091"
"MI",49715,"1540","76788","USA","49862.337662337662"
"MI",49716,"400","30205","USA","75512.500000000000"
"MI",49718,"360","15960","USA","44333.333333333333"
"MI",49719,"690","44009","USA","63781.159420289855"
"MI",49720,"4910","352812","USA","71855.804480651731"
"MI",49721,"6700","321109","USA","47926.716417910448"
"MI",49724,"540","27275","USA","50509.259259259259"
"MI",49725,"330","15015","USA","45500.000000000000"
"MI",49726,"540","25839","USA","47850.000000000000"
"MI",49727,"3390","193705","USA","57140.117994100295"
"MI",49728,"130","5685","USA","43730.769230769231"
"MI",49729,"780","40506","USA","51930.769230769231"
"MI",49730,"1010","49803","USA","49309.900990099010"
"MI",49733,"780","33750","USA","43269.230769230769"
"MI",49735,"9370","509849","USA","54412.913553895411"
"MI",49736,"250","10723","USA","42892.000000000000"
"MI",49738,"4530","218208","USA","48169.536423841060"
"MI",49740,"4100","381627","USA","93079.756097560976"
"MI",49743,"350","14052","USA","40148.571428571429"
"MI",49744,"400","19602","USA","49005.000000000000"
"MI",49745,"510","22773","USA","44652.941176470588"
"MI",49746,"1530","65119","USA","42561.437908496732"
"MI",49747,"800","43659","USA","54573.750000000000"
"MI",49749,"2190","152172","USA","69484.931506849315"
"MI",49751,"990","46241","USA","46708.080808080808"
"MI",49752,"220","10171","USA","46231.818181818182"
"MI",49753,"890","41955","USA","47140.449438202247"
"MI",49755,"960","42651","USA","44428.125000000000"
"MI",49756,"1860","82520","USA","44365.591397849462"
"MI",49759,"700","34746","USA","49637.142857142857"
"MI",49760,"320","13836","USA","43237.500000000000"
"MI",49762,"290","13441","USA","46348.275862068966"
"MI",49765,"1720","76443","USA","44443.604651162791"
"MI",49766,"1180","63406","USA","53733.898305084746"
"MI",49768,"200","9726","USA","48630.000000000000"
"MI",49769,"820","34538","USA","42119.512195121951"
"MI",49770,"9260","734635","USA","79334.233261339093"
"MI",49774,"870","44570","USA","51229.885057471264"
"MI",49776,"820","35519","USA","43315.853658536585"
"MI",49777,"900","59512","USA","66124.444444444444"
"MI",49779,"2180","100855","USA","46263.761467889908"
"MI",49780,"840","44798","USA","53330.952380952381"
"MI",49781,"2180","96049","USA","44059.174311926606"
"MI",49782,"340","19066","USA","56076.470588235294"
"MI",49783,"8720","409526","USA","46963.990825688073"
"MI",49788,"1020","32805","USA","32161.764705882353"
"MI",49795,"910","39622","USA","43540.659340659341"
"MI",49799,"1130","45131","USA","39938.938053097345"
"MI",49801,"5660","357351","USA","63136.219081272085"
"MI",49802,"3190","154127","USA","48315.673981191223"
"MI",49805,"150","8525","USA","56833.333333333333"
"MI",49806,"260","18014","USA","69284.615384615385"
"MI",49807,"1480","83321","USA","56297.972972972973"
"MI",49812,"450","22313","USA","49584.444444444444"
"MI",49814,"590","33975","USA","57584.745762711864"
"MI",49815,"220","11271","USA","51231.818181818182"
"MI",49816,"340","15527","USA","45667.647058823529"
"MI",49817,"260","12464","USA","47938.461538461538"
"MI",49818,"440","25306","USA","57513.636363636364"
"MI",49820,"260","13386","USA","51484.615384615385"
"MI",49821,"570","27196","USA","47712.280701754386"
"MI",49827,"410","16829","USA","41046.341463414634"
"MI",49829,"7910","397083","USA","50200.126422250316"
"MI",49831,"320","17011","USA","53159.375000000000"
"MI",49834,"190","8952","USA","47115.789473684211"
"MI",49835,"390","17338","USA","44456.410256410256"
"MI",49836,"360","15460","USA","42944.444444444444"
"MI",49837,"4770","273371","USA","57310.482180293501"
"MI",49838,"180","8083","USA","44905.555555555556"
"MI",49840,"320","19149","USA","59840.625000000000"
"MI",49841,"3090","144663","USA","46816.504854368932"
"MI",49847,"500","20660","USA","41320.000000000000"
"MI",49849,"5660","293026","USA","51771.378091872792"
"MI",49853,"580","31079","USA","53584.482758620690"
"MI",49854,"2930","149503","USA","51024.914675767918"
"MI",49855,"14920","933114","USA","62541.152815013405"
"MI",49858,"5880","303706","USA","51650.680272108844"
"MI",49861,"280","18213","USA","65046.428571428571"
"MI",49862,"1960","99179","USA","50601.530612244898"
"MI",49866,"3910","228068","USA","58329.411764705882"
"MI",49868,"1900","85791","USA","45153.157894736842"
"MI",49870,"1620","77686","USA","47954.320987654321"
"MI",49874,"440","21050","USA","47840.909090909091"
"MI",49876,"540","27619","USA","51146.296296296296"
"MI",49878,"1660","89904","USA","54159.036144578313"
"MI",49879,"440","20798","USA","47268.181818181818"
"MI",49880,"480","23564","USA","49091.666666666667"
"MI",49881,"160","8657","USA","54106.250000000000"
"MI",49884,"200","8866","USA","44330.000000000000"
"MI",49885,"890","49190","USA","55269.662921348315"
"MI",49886,"180","7984","USA","44355.555555555556"
"MI",49887,"1050","50298","USA","47902.857142857143"
"MI",49891,"310","13197","USA","42570.967741935484"
"MI",49892,"960","52385","USA","54567.708333333333"
"MI",49893,"810","41938","USA","51775.308641975309"
"MI",49894,"370","17915","USA","48418.918918918919"
"MI",49895,"400","22476","USA","56190.000000000000"
"MI",49896,"740","31979","USA","43214.864864864865"
"MI",49905,"890","44696","USA","50220.224719101124"
"MI",49908,"1070","47962","USA","44824.299065420561"
"MI",49910,"170","8338","USA","49047.058823529412"
"MI",49911,"1210","54085","USA","44698.347107438017"
"MI",49912,"380","16526","USA","43489.473684210526"
"MI",49913,"3230","143097","USA","44302.476780185759"
"MI",49916,"1330","80140","USA","60255.639097744361"
"MI",49920,"1960","103213","USA","52659.693877551020"
"MI",49921,"120","4726","USA","39383.333333333333"
"MI",49925,"230","10754","USA","46756.521739130435"
"MI",49927,"210","8716","USA","41504.761904761905"
"MI",49930,"3040","169277","USA","55683.223684210526"
"MI",49931,"2840","172515","USA","60744.718309859155"
"MI",49935,"2700","122136","USA","45235.555555555556"
"MI",49938,"3340","147920","USA","44287.425149700599"
"MI",49945,"1230","62273","USA","50628.455284552846"
"MI",49946,"1750","85799","USA","49028.000000000000"
"MI",49947,"290","17363","USA","59872.413793103448"
"MI",49948,"190","8668","USA","45621.052631578947"
"MI",49950,"510","31885","USA","62519.607843137255"
"MI",49953,"1190","56337","USA","47342.016806722689"
"MI",49958,"520","25518","USA","49073.076923076923"
"MI",49962,"110","5597","USA","50881.818181818182"
"MI",49965,"190","9380","USA","49368.421052631579"
"MI",49967,"210","9768","USA","46514.285714285714"
"MI",49968,"930","39279","USA","42235.483870967742"
"MI",49969,"590","132776","USA","225044.067796610169"
"MI",49970,"110","4691","USA","42645.454545454545"
"MI",99999,"43590","2986134","USA","68505.024088093599"
"MN",0,"2765730","219048111","USA","79200.829799004241"
"MN",55001,"1550","265510","USA","171296.774193548387"
"MN",55003,"1270","123860","USA","97527.559055118110"
"MN",55005,"2400","167371","USA","69737.916666666667"
"MN",55006,"1850","94150","USA","50891.891891891892"
"MN",55007,"1080","53046","USA","49116.666666666667"
"MN",55008,"7830","485020","USA","61943.805874840358"
"MN",55009,"4170","328791","USA","78846.762589928058"
"MN",55011,"5360","414192","USA","77274.626865671642"
"MN",55012,"980","76053","USA","77605.102040816327"
"MN",55013,"3510","271591","USA","77376.353276353276"
"MN",55014,"14090","1098291","USA","77948.261178140525"
"MN",55016,"18370","1385843","USA","75440.555253130103"
"MN",55017,"350","21504","USA","61440.000000000000"
"MN",55018,"480","35013","USA","72943.750000000000"
"MN",55019,"1020","71731","USA","70324.509803921569"
"MN",55020,"1890","177381","USA","93852.380952380952"
"MN",55021,"14330","860256","USA","60031.821353803210"
"MN",55024,"16760","1278450","USA","76279.832935560859"
"MN",55025,"12790","985684","USA","77066.770914777170"
"MN",55026,"240","17171","USA","71545.833333333333"
"MN",55027,"1400","94662","USA","67615.714285714286"
"MN",55030,"590","31516","USA","53416.949152542373"
"MN",55031,"980","82527","USA","84211.224489795918"
"MN",55032,"1780","129303","USA","72642.134831460674"
"MN",55033,"15240","1127816","USA","74003.674540682415"
"MN",55037,"2270","107239","USA","47241.850220264317"
"MN",55038,"11600","1102063","USA","95005.431034482759"
"MN",55040,"6690","414719","USA","61990.881913303438"
"MN",55041,"3880","250177","USA","64478.608247422680"
"MN",55042,"5640","810351","USA","143679.255319148936"
"MN",55043,"1920","204253","USA","106381.770833333333"
"MN",55044,"27820","3023478","USA","108680.014378145219"
"MN",55045,"3890","293793","USA","75525.192802056555"
"MN",55046,"2740","192528","USA","70265.693430656934"
"MN",55047,"1410","167396","USA","118720.567375886525"
"MN",55049,"1280","77103","USA","60236.718750000000"
"MN",55051,"4540","263111","USA","57953.964757709251"
"MN",55052,"930","55136","USA","59286.021505376344"
"MN",55053,"480","37464","USA","78050.000000000000"
"MN",55054,"1050","87778","USA","83598.095238095238"
"MN",55055,"1920","112163","USA","58418.229166666667"
"MN",55056,"7080","450717","USA","63660.593220338983"
"MN",55057,"10390","830660","USA","79948.026948989413"
"MN",55060,"14650","924712","USA","63120.273037542662"
"MN",55063,"4340","239930","USA","55283.410138248848"
"MN",55065,"570","41573","USA","72935.087719298246"
"MN",55066,"9590","632706","USA","65975.599582898853"
"MN",55068,"14940","1289123","USA","86286.680053547523"
"MN",55069,"2320","129138","USA","55662.931034482759"
"MN",55070,"3920","236112","USA","60232.653061224490"
"MN",55071,"3010","163936","USA","54463.787375415282"
"MN",55072,"1520","69381","USA","45645.394736842105"
"MN",55073,"1820","161217","USA","88580.769230769231"
"MN",55074,"1160","75074","USA","64718.965517241379"
"MN",55075,"10720","574478","USA","53589.365671641791"
"MN",55076,"11760","824582","USA","70117.517006802721"
"MN",55077,"6910","731140","USA","105808.972503617945"
"MN",55079,"4440","320768","USA","72245.045045045045"
"MN",55080,"1360","94121","USA","69206.617647058824"
"MN",55082,"18500","2161688","USA","116848.000000000000"
"MN",55084,"880","56222","USA","63888.636363636364"
"MN",55087,"160","8959","USA","55993.750000000000"
"MN",55088,"940","99513","USA","105864.893617021277"
"MN",55089,"1000","98968","USA","98968.000000000000"
"MN",55092,"5510","418318","USA","75919.782214156080"
"MN",55101,"4950","596944","USA","120594.747474747475"
"MN",55102,"10540","822591","USA","78044.686907020873"
"MN",55103,"5760","230444","USA","40007.638888888889"
"MN",55104,"21190","1316796","USA","62142.331288343558"
"MN",55105,"13230","1607038","USA","121469.236583522298"
"MN",55106,"26400","1055023","USA","39962.992424242424"
"MN",55107,"6730","316374","USA","47009.509658246657"
"MN",55108,"7410","565407","USA","76303.238866396761"
"MN",55109,"17930","1043313","USA","58188.120468488567"
"MN",55110,"20700","1871981","USA","90433.864734299517"
"MN",55112,"22620","1737295","USA","76803.492484526967"
"MN",55113,"21690","1682837","USA","77585.846011987091"
"MN",55114,"2240","125452","USA","56005.357142857143"
"MN",55115,"4410","542192","USA","122946.031746031746"
"MN",55116,"13450","1307337","USA","97199.776951672862"
"MN",55117,"21420","1086397","USA","50718.814192343604"
"MN",55118,"15240","1571797","USA","103136.286089238845"
"MN",55119,"21330","1149942","USA","53911.954992967651"
"MN",55120,"2550","305444","USA","119781.960784313725"
"MN",55121,"5140","362874","USA","70598.054474708171"
"MN",55122,"17490","1415880","USA","80953.687821612350"
"MN",55123,"13940","1637235","USA","117448.708751793400"
"MN",55124,"28250","2332343","USA","82560.814159292035"
"MN",55125,"22830","2181963","USA","95574.375821287779"
"MN",55126,"14190","1419216","USA","100015.221987315011"
"MN",55127,"9720","1581016","USA","162655.967078189300"
"MN",55128,"16050","986730","USA","61478.504672897196"
"MN",55129,"13010","1770349","USA","136076.018447348194"
"MN",55130,"7320","245650","USA","33558.743169398907"
"MN",55301,"5580","416661","USA","74670.430107526882"
"MN",55302,"3540","272202","USA","76893.220338983051"
"MN",55303,"25380","1791938","USA","70604.334121355398"
"MN",55304,"24100","2253012","USA","93485.975103734440"
"MN",55305,"11890","1528413","USA","128546.089150546678"
"MN",55306,"8680","651859","USA","75098.963133640553"
"MN",55307,"1540","87269","USA","56668.181818181818"
"MN",55308,"4520","320901","USA","70995.796460176991"
"MN",55309,"9730","682890","USA","70183.967112024666"
"MN",55310,"760","53016","USA","69757.894736842105"
"MN",55311,"17850","2334985","USA","130811.484593837535"
"MN",55312,"790","45682","USA","57825.316455696203"
"MN",55313,"11800","896645","USA","75986.864406779661"
"MN",55314,"560","36662","USA","65467.857142857143"
"MN",55315,"2770","275630","USA","99505.415162454874"
"MN",55316,"12460","982774","USA","78874.317817014446"
"MN",55317,"10880","1528451","USA","140482.628676470588"
"MN",55318,"14130","1315229","USA","93080.608634111819"
"MN",55319,"2670","208112","USA","77944.569288389513"
"MN",55320,"2610","223475","USA","85622.605363984674"
"MN",55321,"2460","151305","USA","61506.097560975610"
"MN",55322,"1760","141476","USA","80384.090909090909"
"MN",55324,"600","46280","USA","77133.333333333333"
"MN",55325,"2180","148372","USA","68060.550458715596"
"MN",55327,"2360","251746","USA","106672.033898305085"
"MN",55328,"4570","403838","USA","88367.177242888403"
"MN",55329,"960","51680","USA","53833.333333333333"
"MN",55330,"20510","1588164","USA","77433.642125792296"
"MN",55331,"9560","2688094","USA","281181.380753138075"
"MN",55332,"870","49903","USA","57359.770114942529"
"MN",55333,"350","17596","USA","50274.285714285714"
"MN",55334,"1450","79698","USA","54964.137931034483"
"MN",55335,"750","40739","USA","54318.666666666667"
"MN",55336,"4050","239365","USA","59102.469135802469"
"MN",55337,"24280","1609515","USA","66289.744645799012"
"MN",55338,"580","34944","USA","60248.275862068966"
"MN",55339,"510","35406","USA","69423.529411764706"
"MN",55340,"3880","775761","USA","199938.402061855670"
"MN",55341,"1520","167521","USA","110211.184210526316"
"MN",55342,"890","55074","USA","61880.898876404494"
"MN",55343,"14650","1114054","USA","76044.641638225256"
"MN",55344,"8150","711998","USA","87361.717791411043"
"MN",55345,"11170","1370005","USA","122650.402864816473"
"MN",55346,"8690","954978","USA","109893.901035673188"
"MN",55347,"15500","2607936","USA","168253.935483870968"
"MN",55349,"1920","118580","USA","61760.416666666667"
"MN",55350,"9270","587243","USA","63348.759439050701"
"MN",55352,"4750","370486","USA","77997.052631578947"
"MN",55353,"1580","106843","USA","67622.151898734177"
"MN",55354,"1340","86827","USA","64796.268656716418"
"MN",55355,"4550","284122","USA","62444.395604395604"
"MN",55356,"2770","740954","USA","267492.418772563177"
"MN",55357,"1690","214166","USA","126725.443786982249"
"MN",55358,"2720","207055","USA","76123.161764705882"
"MN",55359,"3160","573044","USA","181343.037974683544"
"MN",55360,"1540","115530","USA","75019.480519480519"
"MN",55362,"9730","676079","USA","69483.967112024666"
"MN",55363,"2350","141341","USA","60145.106382978723"
"MN",55364,"7860","1088109","USA","138436.259541984733"
"MN",55367,"500","35019","USA","70038.000000000000"
"MN",55368,"1190","74392","USA","62514.285714285714"
"MN",55369,"19930","1628656","USA","81718.815855494230"
"MN",55370,"380","25702","USA","67636.842105263158"
"MN",55371,"8230","510876","USA","62074.848116646416"
"MN",55372,"17030","2167045","USA","127248.678802113917"
"MN",55373,"2770","210327","USA","75930.324909747292"
"MN",55374,"7370","750591","USA","101844.097693351425"
"MN",55375,"1920","175476","USA","91393.750000000000"
"MN",55376,"8340","749383","USA","89854.076738609113"
"MN",55378,"15260","1379636","USA","90408.650065530799"
"MN",55379,"22700","1849259","USA","81465.154185022026"
"MN",55381,"980","58539","USA","59733.673469387755"
"MN",55382,"1910","152979","USA","80093.717277486911"
"MN",55384,"980","83574","USA","85279.591836734694"
"MN",55385,"610","35829","USA","58736.065573770492"
"MN",55386,"4150","598776","USA","144283.373493975904"
"MN",55387,"6710","667163","USA","99428.166915052161"
"MN",55388,"2850","205496","USA","72103.859649122807"
"MN",55389,"1300","76483","USA","58833.076923076923"
"MN",55390,"1440","99551","USA","69132.638888888889"
"MN",55391,"8140","3116415","USA","382851.965601965602"
"MN",55395,"1440","87872","USA","61022.222222222222"
"MN",55396,"1040","59642","USA","57348.076923076923"
"MN",55397,"1470","98822","USA","67225.850340136054"
"MN",55398,"8120","575155","USA","70831.896551724138"
"MN",55401,"7440","1095140","USA","147196.236559139785"
"MN",55402,"880","788269","USA","895760.227272727273"
"MN",55403,"9710","981094","USA","101039.546858908342"
"MN",55404,"12430","519819","USA","41819.710378117458"
"MN",55405,"8560","996913","USA","116461.799065420561"
"MN",55406,"18670","1283723","USA","68758.596679164435"
"MN",55407,"18570","959513","USA","51670.059235325794"
"MN",55408,"18400","1121084","USA","60928.478260869565"
"MN",55409,"6340","498112","USA","78566.561514195584"
"MN",55410,"10420","1727298","USA","165767.562380038388"
"MN",55411,"12420","448738","USA","36130.273752012882"
"MN",55412,"10850","469862","USA","43305.253456221198"
"MN",55413,"7710","538080","USA","69789.883268482490"
"MN",55414,"11480","642396","USA","55957.839721254355"
"MN",55415,"2440","448538","USA","183827.049180327869"
"MN",55416,"19710","2538456","USA","128790.258751902588"
"MN",55417,"13580","1138618","USA","83845.213549337261"
"MN",55418,"16780","1139113","USA","67885.160905840286"
